shipment_id,city_id,timestamp,fuel_consumed_liters,temperature_2m,windspeed_10m,precipitation,weathercode
1671,703448,2022-07-04 11:53:56.089612,265.06,26.5,4.7,0.0,3
1583,703448,2022-07-19 00:11:36.808335,261.0,14.2,7.1,0.0,0
1547,703448,2022-07-22 22:11:17.984682,269.55,19.5,9.1,0.0,0
1546,703448,2022-07-01 23:57:08.555553,244.3,20.7,7.8,0.0,0
175,703448,2022-07-14 15:22:17.614325,262.19,24.1,22.4,0.0,1
9893,703448,2022-07-04 02:38:35.464063,159.16,17.7,7.2,0.0,0
9543,703448,2022-07-09 10:55:32.338153,163.54,20.9,14.8,0.0,3
8384,703448,2022-07-02 18:15:20.077714,168.76,26.4,11.4,0.0,0
8167,703448,2022-07-13 10:45:33.903189,160.11,14.6,27.7,0.5,53
7587,703448,2022-07-22 16:52:39.397731,165.7,24.0,23.4,0.0,0
7350,703448,2022-07-05 18:15:08.668523,161.49,30.6,5.9,0.0,1
6817,703448,2022-07-24 06:18:48.820536,155.02,17.9,10.9,0.0,0
5757,703448,2022-07-04 04:33:41.790236,153.7,17.8,6.1,0.0,1
4893,703448,2022-07-13 17:29:40.933887,166.07,18.5,17.6,0.2,51
4782,703448,2022-07-28 21:21:34.885665,156.27,19.9,7.0,0.0,0
4733,703448,2022-07-23 10:24:55.823376,167.22,23.5,10.2,0.0,0
4496,703448,2022-07-27 03:33:14.907639,166.74,16.5,7.6,0.0,3
3576,703448,2022-07-14 15:41:54.340842,164.66,24.1,22.4,0.0,1
3400,703448,2022-07-10 23:30:48.931597,161.7,17.7,11.8,0.0,1
3051,703448,2022-07-26 08:56:04.369135,154.88,18.1,10.3,0.0,0
2931,703448,2022-07-28 02:59:17.938692,160.95,18.2,10.2,0.0,3
2333,703448,2022-07-03 00:02:52.220531,168.67,17.5,6.5,0.0,0
1613,3054643,2022-07-25 11:20:42.479018,316.29,28.8,7.4,0.0,0
1436,3054643,2022-07-17 04:54:50.423275,311.11,16.7,9.3,0.0,0
2142,703448,2022-07-24 17:52:11.735510,167.39,23.9,11.1,0.1,51
2015,703448,2022-07-01 04:18:34.981092,164.12,19.5,2.1,0.0,0
1545,703448,2022-07-07 08:48:33.708730,155.35,17.5,20.8,0.0,3
1506,703448,2022-07-06 19:39:39.878242,154.63,26.2,14.3,0.0,3
822,703448,2022-07-17 15:01:00.103148,165.48,18.1,20.6,0.0,1
600,703448,2022-07-16 19:18:16.082419,169.08,22.0,9.6,0.0,3
9775,703448,2022-07-02 23:10:58.719383,271.17,18.7,8.0,0.0,0
9110,703448,2022-07-25 03:18:03.756292,258.97,17.4,15.5,0.0,0
8965,703448,2022-07-18 07:41:55.161000,267.24,13.3,16.2,0.0,1
8681,703448,2022-07-12 11:06:08.458442,282.28,19.4,22.6,0.1,51
8513,703448,2022-07-05 04:45:51.592367,262.66,19.1,7.0,0.0,2
7928,703448,2022-07-21 07:21:45.232593,273.67,14.8,14.4,0.0,0
7834,703448,2022-07-13 09:38:17.771609,281.5,14.5,29.7,0.6,53
7390,703448,2022-07-18 02:09:24.341121,263.68,12.0,13.7,0.0,0
7190,703448,2022-07-19 11:18:53.683324,257.71,16.8,9.7,0.3,51
6887,703448,2022-07-06 16:29:48.837787,276.52,32.9,13.3,0.0,3
6803,703448,2022-07-08 04:13:29.079000,259.96,16.3,5.4,0.1,51
6737,703448,2022-07-09 19:30:12.786206,279.46,20.4,11.5,1.3,61
6230,703448,2022-07-06 23:42:51.269754,258.79,21.4,15.3,0.0,2
5936,703448,2022-07-28 01:18:19.765785,265.82,19.2,8.5,0.0,3
5649,703448,2022-07-16 06:00:34.681097,268.79,13.5,11.4,0.0,0
5597,703448,2022-07-16 16:58:20.510525,264.25,23.3,6.5,0.0,3
4226,703448,2022-07-09 11:29:11.779950,276.28,21.9,16.9,0.0,3
3899,703448,2022-07-16 04:30:34.697524,273.57,13.2,8.7,0.0,0
3539,703448,2022-07-07 23:20:12.725854,261.67,18.9,9.4,0.0,3
3472,703448,2022-07-05 02:03:15.558153,261.27,20.5,7.7,0.0,0
2668,703448,2022-07-11 13:40:51.105181,272.77,22.2,23.7,0.0,3
2260,703448,2022-07-28 20:40:43.485670,256.92,22.6,11.0,0.0,0
2135,703448,2022-07-20 04:54:17.382719,280.89,14.0,8.0,0.0,0
1521,703448,2022-07-17 04:44:21.356404,276.92,14.6,7.7,1.0,55
1133,703448,2022-07-13 23:52:35.254572,257.77,14.6,20.9,0.1,51
392,703448,2022-07-08 13:24:46.636057,277.87,24.1,16.6,0.0,3
197,703448,2022-07-23 10:20:24.588106,259.96,23.5,10.2,0.0,0
9925,703448,2022-07-05 10:59:11.434293,152.5,28.3,3.0,0.0,3
9753,703448,2022-07-09 06:56:10.011956,143.33,17.6,13.7,0.0,3
9618,703448,2022-07-11 22:46:15.670053,143.65,17.8,20.2,0.0,3
9048,703448,2022-07-06 08:44:47.115330,144.42,25.2,13.3,0.0,3
8673,703448,2022-07-04 01:02:45.035715,140.06,18.5,6.2,0.0,0
8480,703448,2022-07-19 14:07:34.234293,139.72,19.2,10.0,0.0,3
8355,703448,2022-07-19 18:16:26.467653,148.2,20.1,13.6,0.0,3
8282,703448,2022-07-02 22:29:37.786436,143.15,19.9,8.0,0.0,0
7988,703448,2022-07-18 22:31:25.025211,152.0,15.8,6.9,0.0,1
7854,703448,2022-07-09 04:59:01.106663,149.59,17.4,13.3,0.0,3
7779,703448,2022-07-08 03:59:42.907700,140.91,17.5,4.5,0.0,3
7674,703448,2022-07-24 21:17:36.173397,140.88,19.2,11.9,2.8,63
7548,703448,2022-07-12 12:02:04.115412,149.02,20.5,22.4,0.0,3
7446,703448,2022-07-05 00:33:11.125678,144.77,21.2,5.4,0.0,0
7387,703448,2022-07-28 15:19:12.717405,149.14,25.4,14.0,0.0,1
7365,703448,2022-07-24 12:34:26.744723,152.15,29.3,11.8,0.0,3
7360,703448,2022-07-23 18:45:54.044496,148.11,27.4,7.5,0.0,0
7263,703448,2022-07-25 20:04:48.804043,144.98,21.0,14.1,0.0,1
6993,703448,2022-07-04 07:25:04.884667,144.75,19.7,3.4,0.0,0
6990,703448,2022-07-12 21:33:27.284312,151.94,17.1,16.3,0.0,3
6629,703448,2022-07-17 02:12:35.121315,149.06,15.0,3.6,0.9,53
6624,703448,2022-07-15 17:26:53.591524,152.01,21.6,12.8,0.0,1
6411,703448,2022-07-19 18:11:20.969292,149.12,20.1,13.6,0.0,3
6371,703448,2022-07-22 00:35:17.734873,149.48,17.9,16.9,0.0,0
6337,703448,2022-07-07 05:19:51.973418,152.2,16.2,17.6,0.0,3
6087,703448,2022-07-28 20:11:02.938997,148.2,22.6,11.0,0.0,0
6077,703448,2022-07-23 20:17:49.202259,148.08,24.8,7.9,0.0,0
5506,703448,2022-07-15 19:52:42.700743,153.95,21.3,11.6,0.0,1
5429,703448,2022-07-14 08:25:28.130407,144.65,16.1,24.2,0.0,3
5399,703448,2022-07-12 12:57:13.932965,141.81,20.5,22.4,0.0,3
5077,703448,2022-07-15 05:01:25.922602,145.9,14.6,7.3,0.0,0
4974,703448,2022-07-17 00:43:40.253535,139.3,15.9,4.2,0.7,53
4775,703448,2022-07-16 18:36:43.876673,150.03,22.5,11.0,0.0,1
4608,703448,2022-07-07 13:29:59.708262,149.52,22.1,15.2,0.0,3
4327,703448,2022-07-25 19:51:34.241612,147.56,21.8,18.2,0.0,1
4314,703448,2022-07-04 22:07:45.904252,141.4,24.0,7.8,0.0,1
4143,703448,2022-07-17 06:23:45.616762,153.39,14.5,4.8,0.1,51
4089,703448,2022-07-20 15:16:51.614337,145.24,26.5,22.5,0.0,1
3961,703448,2022-07-01 23:12:25.712340,153.33,20.7,7.8,0.0,0
3911,703448,2022-07-22 19:27:18.019294,144.62,23.2,20.9,0.0,0
3642,703448,2022-07-09 15:04:26.570506,150.37,20.1,13.3,0.7,53
3486,703448,2022-07-25 12:34:49.670490,152.92,23.4,18.6,0.0,0
3399,703448,2022-07-25 22:59:40.510717,139.33,19.0,9.9,0.0,1
2007,703448,2022-07-13 19:33:42.028151,150.86,16.0,16.3,0.0,2
1753,703448,2022-07-30 20:23:17.630758,144.55,25.0,14.7,0.0,0
1555,703448,2022-07-29 11:46:16.723177,148.18,24.9,4.3,0.0,0
1009,703448,2022-07-24 19:13:18.891572,139.75,23.1,10.4,1.8,61
897,703448,2022-07-23 01:00:02.874726,153.62,18.0,10.2,0.0,0
855,703448,2022-07-27 01:21:46.603993,153.61,17.1,9.9,0.0,3
662,703448,2022-07-24 22:14:48.978588,144.83,19.2,11.0,0.2,51
9777,703448,2022-07-15 16:10:16.503758,219.27,20.7,14.8,0.0,1
8944,703448,2022-07-08 22:23:33.615549,213.28,20.0,11.9,0.0,3
8579,703448,2022-07-14 00:40:27.280006,233.04,14.2,22.3,0.0,2
8439,703448,2022-07-26 02:52:33.050817,224.2,16.3,9.3,0.0,0
7892,703448,2022-07-16 21:49:32.163790,231.56,19.0,5.5,0.0,3
7585,703448,2022-07-08 07:56:27.080632,232.28,17.9,8.1,0.1,51
7455,703448,2022-07-02 03:43:32.642486,228.02,18.2,6.7,0.0,1
7212,703448,2022-07-24 01:41:06.410435,213.6,18.4,7.6,0.0,0
6842,703448,2022-07-26 18:34:42.995479,224.77,25.3,7.6,0.0,0
6775,703448,2022-07-19 22:06:30.167247,222.87,15.7,6.9,0.0,1
2564,3054643,2022-07-26 12:51:34.732934,315.98,29.6,23.3,0.0,3
2401,3054643,2022-07-05 14:12:05.944087,317.03,22.3,13.9,0.0,3
2105,3054643,2022-07-06 15:50:24.460625,305.41,28.5,22.8,0.0,0
6512,703448,2022-07-25 20:23:37.948532,235.93,21.0,14.1,0.0,1
5846,703448,2022-07-23 04:51:56.350820,235.11,16.5,7.9,0.0,0
5841,703448,2022-07-22 16:20:44.294757,222.28,24.0,23.4,0.0,0
5374,703448,2022-07-10 16:52:37.638026,221.8,20.7,14.0,0.6,53
5134,703448,2022-07-03 11:26:28.488696,219.72,25.5,4.3,0.0,2
4480,703448,2022-07-09 21:28:07.633383,232.24,18.2,6.4,0.1,51
4255,703448,2022-07-14 11:45:46.187269,228.02,21.3,24.3,0.0,3
3212,703448,2022-07-13 20:36:17.070628,216.73,15.2,16.9,0.6,53
2004,703448,2022-07-29 15:18:19.507802,230.69,26.2,6.5,0.0,3
1993,703448,2022-07-24 13:39:40.601014,232.31,29.5,11.3,0.0,3
1904,703448,2022-07-15 07:55:03.863673,227.37,17.5,7.9,0.0,2
1691,703448,2022-07-22 17:28:42.451992,214.78,24.1,23.0,0.0,0
1292,703448,2022-07-08 17:48:24.942527,220.3,23.8,16.9,0.0,2
1279,703448,2022-07-08 08:24:56.331440,217.5,18.0,9.5,0.0,3
701,703448,2022-07-16 09:08:46.690430,229.09,18.8,7.9,0.0,0
603,703448,2022-07-03 16:42:22.574265,232.36,24.0,5.1,0.0,2
472,703448,2022-07-11 08:08:26.853400,216.16,17.2,17.1,0.0,3
9955,3128760,2022-07-12 11:15:40.725052,259.74,28.3,10.6,0.0,0
9632,3128760,2022-07-10 23:43:32.259630,246.9,23.9,4.2,0.0,0
9352,3128760,2022-07-19 20:36:02.508018,252.28,28.3,6.8,0.0,0
9113,3128760,2022-07-12 01:01:00.371183,257.42,22.5,6.4,0.0,0
8765,3128760,2022-07-08 15:55:32.872895,246.83,28.2,16.7,0.0,0
7993,3128760,2022-07-03 21:04:55.139686,251.29,25.1,3.6,0.0,0
7799,3128760,2022-07-21 17:42:35.204920,247.9,29.9,20.6,0.0,2
7759,3128760,2022-07-05 22:35:36.528692,254.43,25.8,3.1,0.0,3
7538,3128760,2022-07-24 17:24:33.111979,249.59,31.4,19.7,0.0,0
7338,3128760,2022-07-12 12:31:17.820530,267.74,28.7,11.8,0.0,0
7205,3128760,2022-07-14 12:37:41.531035,266.54,30.7,12.3,0.0,0
6845,3128760,2022-07-20 11:18:46.886593,268.02,30.3,8.9,0.0,0
6197,3128760,2022-07-10 00:46:22.656350,262.08,23.2,5.2,0.0,0
6155,3128760,2022-07-24 14:00:06.612751,265.13,31.6,18.1,0.0,0
5933,3128760,2022-07-11 00:02:49.172584,247.27,23.0,5.4,0.0,0
5917,3128760,2022-07-27 08:54:03.311761,245.76,22.6,7.6,0.0,1
5831,3128760,2022-07-30 04:13:19.885043,245.43,21.8,4.0,0.0,0
4645,3128760,2022-07-12 00:39:58.286610,268.31,22.8,6.0,0.0,0
4481,3128760,2022-07-19 11:51:58.932277,247.96,28.4,8.8,0.0,0
4467,3128760,2022-07-26 23:22:02.158412,267.3,25.3,6.1,0.0,0
4287,3128760,2022-07-20 12:50:25.045705,270.78,30.3,12.6,0.0,0
2858,3128760,2022-07-17 19:16:10.601386,264.83,28.9,9.0,0.0,0
2626,3128760,2022-07-07 18:14:24.140891,255.2,29.2,10.6,0.0,0
1790,3128760,2022-07-22 21:26:22.675387,266.33,27.4,10.5,0.0,2
1771,3128760,2022-07-30 15:11:06.775951,256.94,29.7,21.6,0.0,1
1438,3128760,2022-07-25 23:38:06.241916,253.61,25.4,3.7,0.0,0
9932,3128760,2022-07-04 11:55:28.230328,249.9,29.3,12.7,0.0,0
9253,3128760,2022-07-02 12:25:42.687918,260.91,26.5,12.1,0.0,0
9213,3128760,2022-07-04 10:03:28.427613,253.04,30.0,9.0,0.0,1
9144,3128760,2022-07-24 16:44:26.637608,275.44,31.7,19.6,0.0,0
8637,3128760,2022-07-12 19:23:29.605415,268.84,30.5,9.4,0.0,0
8426,3128760,2022-07-15 18:09:49.282049,263.21,31.8,12.2,0.0,0
8210,3128760,2022-07-01 22:37:21.149555,255.85,21.2,3.1,0.0,0
6649,3128760,2022-07-04 02:39:49.924843,269.68,24.3,10.6,0.0,0
6357,3128760,2022-07-02 08:20:17.056283,268.41,21.8,4.9,0.0,0
5889,3128760,2022-07-28 22:16:01.474084,249.64,25.4,4.6,0.0,0
5838,3128760,2022-07-21 19:44:43.399586,272.01,28.8,15.2,0.0,2
5594,3128760,2022-07-18 01:53:34.311406,274.15,23.7,7.7,0.0,0
5582,3128760,2022-07-05 03:29:00.064352,274.09,24.8,1.8,0.0,0
5520,3128760,2022-07-23 07:33:45.448856,273.82,23.4,3.6,0.0,3
4992,3128760,2022-07-01 08:45:20.677610,269.74,22.7,5.5,0.0,2
4756,3128760,2022-07-28 12:58:13.699545,272.08,23.9,4.4,0.0,3
4353,3128760,2022-07-24 04:24:58.048927,258.51,24.9,3.1,0.0,1
3774,3128760,2022-07-30 16:48:24.808905,259.92,29.8,18.3,0.0,0
3670,3128760,2022-07-08 04:23:17.367010,254.16,21.4,5.8,0.0,0
3489,3128760,2022-07-11 13:00:31.101901,266.4,29.3,16.3,0.0,0
2490,3128760,2022-07-22 21:51:16.645949,272.12,27.4,10.5,0.0,2
1315,3128760,2022-07-26 03:29:13.396134,272.81,25.2,7.2,0.0,0
565,3128760,2022-07-13 07:45:47.535330,268.63,21.7,6.0,0.0,0
530,3128760,2022-07-16 18:28:05.909983,264.67,29.8,9.0,0.0,0
9547,3128760,2022-07-17 19:18:59.418527,149.66,28.9,9.0,0.0,0
9436,3128760,2022-07-15 12:10:00.160341,155.65,34.3,11.3,0.0,0
8903,3128760,2022-07-10 16:40:34.384274,149.05,31.2,21.3,0.0,0
8749,3128760,2022-07-24 00:26:09.665332,157.54,25.1,7.2,0.0,1
8466,3128760,2022-07-17 02:50:46.256427,147.03,24.2,8.3,0.0,0
6921,3128760,2022-07-10 15:08:43.494307,153.43,31.8,20.3,0.0,0
6772,3128760,2022-07-22 18:00:30.376665,153.73,30.8,19.0,0.0,3
6435,3128760,2022-07-30 03:27:00.532326,150.74,22.1,3.9,0.0,0
6389,3128760,2022-07-16 00:37:42.029646,157.5,26.4,6.3,0.0,0
6328,3128760,2022-07-06 12:22:41.998733,149.97,24.8,7.4,1.0,55
6283,3128760,2022-07-22 03:09:36.884419,156.32,23.1,5.2,0.0,0
6147,3128760,2022-07-17 10:45:08.239876,150.58,30.0,11.5,0.0,0
5902,3128760,2022-07-30 14:08:25.879652,150.82,31.0,14.6,0.0,1
4555,3128760,2022-07-14 11:49:04.498137,152.55,30.3,8.3,0.0,0
4074,3128760,2022-07-30 01:46:02.455527,155.38,23.0,4.8,0.0,0
3958,3128760,2022-07-12 11:26:45.074321,150.48,28.3,10.6,0.0,0
2786,3128760,2022-07-20 23:23:26.865470,157.27,24.6,4.0,0.0,0
2636,3128760,2022-07-21 00:01:21.168770,144.51,24.9,2.3,0.0,0
5027,3054643,2022-07-22 09:21:40.716011,307.1,30.0,2.5,0.0,3
4427,3054643,2022-07-16 13:48:34.268621,305.48,27.5,13.0,0.0,0
3036,3054643,2022-07-09 09:24:28.713164,322.57,20.8,15.2,0.0,2
2652,3054643,2022-07-19 17:01:15.574466,305.66,31.8,16.4,0.0,1
2599,3054643,2022-07-26 22:59:55.636024,303.55,22.1,12.5,0.0,1
2627,3128760,2022-07-27 22:00:44.132747,146.28,25.4,4.3,0.0,0
2579,3128760,2022-07-15 22:07:53.274282,155.24,26.9,6.1,0.0,0
2549,3128760,2022-07-07 17:05:51.243890,150.08,28.6,13.9,0.0,0
2457,3128760,2022-07-13 14:26:34.383933,146.02,29.7,15.9,0.0,0
2451,3128760,2022-07-06 20:23:46.438029,148.17,22.9,15.0,1.1,55
1959,3128760,2022-07-06 12:36:39.677084,152.72,24.8,7.4,1.0,55
1627,3128760,2022-07-15 04:50:04.247855,153.9,22.9,6.0,0.0,0
1531,3128760,2022-07-28 03:49:04.846326,146.98,24.6,2.0,0.0,1
496,3128760,2022-07-31 00:49:25.465666,142.91,25.2,3.1,0.0,0
435,3128760,2022-07-02 22:15:40.170457,147.13,23.6,4.0,0.0,0
9684,3128760,2022-07-25 22:19:27.668696,419.07,26.3,6.7,0.0,0
9186,3128760,2022-07-24 14:33:35.882667,434.76,31.6,18.1,0.0,0
8641,3128760,2022-07-29 21:16:03.950739,399.07,24.9,8.6,0.0,1
8495,3128760,2022-07-05 12:46:58.960364,432.16,29.3,11.8,0.0,0
7809,3128760,2022-07-17 23:30:17.902755,408.44,24.4,6.1,0.0,0
7556,3128760,2022-07-12 01:25:29.278071,412.86,22.5,6.4,0.0,0
7500,3128760,2022-07-20 02:42:01.501243,404.54,24.6,4.9,0.0,1
7458,3128760,2022-07-26 18:21:42.626223,425.29,29.5,18.0,0.0,0
7434,3128760,2022-07-11 11:13:04.889276,437.94,29.0,15.0,0.0,0
7164,3128760,2022-07-06 10:24:16.147411,399.63,25.9,16.4,0.0,3
7050,3128760,2022-07-10 04:21:49.435369,422.22,22.0,6.4,0.0,0
6808,3128760,2022-07-22 13:22:52.637131,414.84,32.2,19.1,0.0,0
6377,3128760,2022-07-05 13:51:47.358556,434.99,29.9,13.1,0.0,0
6060,3128760,2022-07-25 09:00:43.365943,431.51,27.4,3.6,0.0,0
5966,3128760,2022-07-18 07:45:33.931574,407.93,21.4,4.3,0.0,0
5706,3128760,2022-07-12 02:55:23.902119,410.92,22.9,7.6,0.0,0
5139,3128760,2022-07-07 00:29:47.856405,413.56,20.9,4.7,0.0,0
5136,3128760,2022-07-24 02:51:31.577267,439.97,25.6,1.6,0.0,0
4781,3128760,2022-07-12 07:33:44.250097,404.66,21.3,4.3,0.0,0
4651,3128760,2022-07-06 20:52:04.001056,415.97,22.9,15.0,1.1,55
4381,3128760,2022-07-06 20:54:30.034980,414.26,22.9,15.0,1.1,55
4129,3128760,2022-07-09 03:40:15.761489,407.89,22.2,6.0,0.0,0
2552,3128760,2022-07-28 12:39:37.598519,424.99,23.9,4.4,0.0,3
2415,3128760,2022-07-23 05:27:42.623221,423.69,23.4,0.5,0.0,3
2299,3128760,2022-07-05 12:50:52.014202,405.55,29.3,11.8,0.0,0
2207,3128760,2022-07-08 19:20:19.191938,409.15,27.1,13.9,0.0,0
2193,3128760,2022-07-29 14:01:14.353578,420.64,28.7,10.7,0.1,51
1399,3128760,2022-07-12 17:38:37.539478,406.77,30.6,11.5,0.0,0
683,3128760,2022-07-15 09:42:08.344044,417.28,29.2,8.0,0.0,0
594,3128760,2022-07-12 19:55:30.691097,414.19,30.5,9.4,0.0,0
394,3128760,2022-07-22 20:34:58.362751,407.23,28.8,11.9,0.0,3
294,3128760,2022-07-21 07:51:24.159574,415.46,22.6,4.1,0.0,0
9382,3128760,2022-07-02 01:11:29.073348,396.79,19.5,4.6,0.0,0
9258,3128760,2022-07-08 09:08:16.854036,375.82,24.8,10.1,0.0,0
9116,3128760,2022-07-07 23:17:40.179427,387.86,24.4,5.4,0.0,0
8670,3128760,2022-07-16 11:36:43.987649,397.37,30.1,12.1,0.0,0
8409,3128760,2022-07-14 04:30:40.584392,387.96,21.5,5.1,0.0,0
8264,3128760,2022-07-28 20:57:26.448157,393.84,27.2,10.0,0.0,1
7708,3128760,2022-07-17 09:16:13.671066,372.25,27.9,6.0,0.0,0
7557,3128760,2022-07-23 01:17:57.473960,410.52,23.8,3.1,0.0,0
7325,3128760,2022-07-01 18:11:17.033549,382.56,24.1,13.2,0.0,0
6641,3128760,2022-07-02 19:09:29.535312,379.93,26.4,6.5,0.0,0
6288,3128760,2022-07-11 21:15:07.322266,386.02,25.8,5.3,0.0,0
4978,3128760,2022-07-08 03:40:01.444330,384.4,21.7,4.5,0.0,0
4558,3128760,2022-07-22 06:59:25.059361,382.8,21.7,5.2,0.0,0
4112,3128760,2022-07-10 15:13:43.749185,371.1,31.8,20.3,0.0,0
3594,3128760,2022-07-20 23:49:37.421510,373.05,24.6,4.0,0.0,0
3582,3128760,2022-07-06 04:47:30.685476,376.3,24.9,4.9,0.0,3
3526,3128760,2022-07-03 23:19:55.009437,410.71,23.4,6.5,0.0,2
3357,3128760,2022-07-24 04:46:52.498863,408.53,24.9,3.1,0.0,1
2638,3128760,2022-07-04 06:37:29.819798,376.85,22.2,8.7,0.0,0
2600,3128760,2022-07-18 23:48:27.794101,372.08,24.0,3.6,0.0,0
2428,3128760,2022-07-24 02:21:36.009845,393.1,25.6,1.6,0.0,0
1906,3128760,2022-07-10 15:56:33.409809,391.01,31.8,20.3,0.0,0
1740,3128760,2022-07-08 02:01:35.475497,398.9,22.4,5.4,0.0,0
1713,3128760,2022-07-10 22:25:06.757911,407.23,24.7,4.0,0.0,0
42,3128760,2022-07-20 20:19:57.927680,374.8,27.0,9.8,0.0,1
9942,3128760,2022-07-30 02:03:56.845567,447.48,22.0,4.0,0.0,1
9163,3128760,2022-07-16 12:49:55.943529,441.11,30.5,13.8,0.0,0
8818,3128760,2022-07-13 09:23:02.137180,445.6,27.7,1.4,0.0,0
8172,3128760,2022-07-15 02:24:21.026583,454.84,23.7,8.0,0.0,0
8001,3128760,2022-07-29 10:13:36.607490,451.92,27.2,9.8,0.2,51
7542,3128760,2022-07-14 16:23:37.965183,461.69,30.5,15.5,0.0,0
5876,3128760,2022-07-23 13:00:19.337323,454.18,28.7,15.6,0.0,2
5389,3128760,2022-07-09 02:25:48.828217,465.97,22.6,6.2,0.0,0
5377,3128760,2022-07-23 07:43:52.191396,445.78,23.4,3.6,0.0,3
5331,3128760,2022-07-08 23:27:05.779787,429.53,23.8,6.2,0.0,0
5152,3128760,2022-07-08 00:21:43.984015,465.86,23.7,6.6,0.0,0
5052,3128760,2022-07-18 00:57:00.547736,445.84,23.9,7.4,0.0,0
4944,3128760,2022-07-06 16:17:17.359414,441.52,29.8,7.1,0.0,3
4590,3128760,2022-07-12 20:22:38.876870,449.29,29.5,10.6,0.0,0
4078,3128760,2022-07-14 20:18:46.491629,449.94,29.2,8.7,0.0,0
192,2911298,2022-07-17 18:35:33.515384,190.6,21.2,13.4,0.0,3
5394,3054643,2022-07-02 02:17:01.668161,330.14,22.8,29.8,0.0,0
5252,3054643,2022-07-24 02:00:04.854610,322.36,25.4,16.2,0.0,2
4008,3128760,2022-07-11 18:51:17.057105,449.94,28.7,9.9,0.0,0
3178,3128760,2022-07-20 06:51:05.870075,444.74,22.5,4.6,0.0,0
2835,3128760,2022-07-22 06:22:56.512705,469.23,21.7,5.2,0.0,0
2433,3128760,2022-07-29 21:40:38.495121,435.95,24.9,8.6,0.0,1
1808,3128760,2022-07-24 07:03:37.970376,452.06,23.2,3.2,0.0,0
1700,3128760,2022-07-24 07:59:45.624443,448.93,23.2,3.2,0.0,0
1469,3128760,2022-07-11 01:41:22.940635,446.54,22.7,5.0,0.0,0
1259,3128760,2022-07-27 02:19:11.135431,460.14,22.7,9.6,0.2,51
752,3128760,2022-07-09 09:29:51.168851,437.92,25.8,3.9,0.0,0
404,3128760,2022-07-17 22:05:26.006541,453.56,26.3,2.6,0.0,0
360,3128760,2022-07-27 23:13:10.446131,473.41,24.6,4.7,0.0,0
284,3128760,2022-07-27 12:17:55.066447,469.26,25.1,15.4,0.4,51
9459,3128760,2022-07-16 06:36:50.694101,83.98,23.9,8.2,0.0,0
9072,3128760,2022-07-27 07:31:25.500886,85.29,22.3,3.3,0.0,3
8548,3128760,2022-07-08 23:28:14.765874,92.49,23.8,6.2,0.0,0
8177,3128760,2022-07-21 10:11:52.999086,92.57,28.8,5.6,0.0,0
7897,3128760,2022-07-16 07:14:19.817061,92.49,23.6,8.1,0.0,0
7823,3128760,2022-07-16 09:56:02.643035,89.08,28.9,3.4,0.0,0
6909,3128760,2022-07-28 22:18:31.255518,92.42,25.4,4.6,0.0,0
6511,3128760,2022-07-22 09:03:25.186225,87.64,27.6,7.1,0.0,0
5788,3128760,2022-07-26 17:43:25.799223,86.43,30.4,19.6,0.0,0
5494,3128760,2022-07-20 00:37:15.034994,86.76,24.8,3.2,0.0,0
5214,3128760,2022-07-09 10:55:16.291957,87.67,27.6,6.3,0.0,0
4882,3128760,2022-07-03 02:24:23.977153,87.66,23.2,0.8,0.0,3
4486,3128760,2022-07-08 11:30:08.054510,88.35,27.8,4.2,0.0,0
4340,3128760,2022-07-14 13:45:41.954955,92.02,30.9,14.4,0.0,0
4030,3128760,2022-07-24 02:19:49.579290,91.63,25.6,1.6,0.0,0
3647,3128760,2022-07-06 15:21:38.458800,88.87,29.1,2.5,0.0,3
3085,3128760,2022-07-15 08:38:51.062016,88.37,25.6,10.6,0.0,0
2351,3128760,2022-07-13 19:40:55.488113,86.99,28.9,11.9,0.0,0
1916,3128760,2022-07-12 22:20:24.586415,88.81,25.2,4.0,0.0,0
1829,3128760,2022-07-22 10:19:40.430199,92.39,29.7,11.4,0.0,0
1723,3128760,2022-07-10 05:26:30.909362,83.71,21.5,5.6,0.0,0
1489,3128760,2022-07-06 01:25:09.574688,86.43,24.6,5.4,0.0,3
1324,3128760,2022-07-20 12:48:48.997300,91.92,30.3,12.6,0.0,0
1256,3128760,2022-07-22 18:52:23.841224,84.92,30.8,19.0,0.0,3
1226,3128760,2022-07-21 21:36:21.869433,92.55,27.1,9.5,0.0,0
808,3128760,2022-07-25 02:27:21.768970,83.69,23.1,8.1,0.0,0
573,3128760,2022-07-01 08:14:51.067097,85.4,22.7,5.5,0.0,2
9545,3128760,2022-07-26 18:43:00.447528,148.53,29.5,18.0,0.0,0
9275,3128760,2022-07-21 16:11:52.029825,146.71,30.5,20.6,0.0,1
9075,3128760,2022-07-05 13:26:59.039061,140.48,29.9,13.1,0.0,0
8505,3128760,2022-07-29 13:55:42.364031,147.61,25.4,10.0,1.6,61
8315,3128760,2022-07-28 00:04:14.496397,143.25,25.5,3.5,0.0,0
8224,3128760,2022-07-11 05:53:19.516703,149.36,21.6,8.1,0.0,0
8038,3128760,2022-07-20 05:34:47.031770,150.3,22.8,5.9,0.0,0
7877,3128760,2022-07-01 20:36:48.635593,150.91,23.1,9.4,0.0,0
7843,3128760,2022-07-28 20:46:11.046704,151.01,27.2,10.0,0.0,1
7722,3128760,2022-07-11 08:39:36.054482,140.32,24.1,8.9,0.0,0
